2.1789 2.19572 2.18118 2.17747 2.22118 2.29184 2.33682 2.32391 2.26242 2.19135 2.14639 2.12895 2.12522 2.1324 2.15762 2.20862 2.27658 2.3293 2.34263 2.31801 2.2753 2.23349 2.21181 2.22595 2.26471 2.29166 2.27637 2.20624 2.09121 1.98203 1.94478 2.00135 2.11125 2.20332 2.24084 2.24421 2.24244 2.23878 2.22796 2.21095 2.1942 2.18673 2.18577 2.17341 2.14472 2.12588 2.1461 2.18841 2.22211 2.24376 2.27383 2.31586 2.34708 2.35597 2.34798 2.31956 2.26654 2.20586 2.16611 2.16463 2.20769 2.28205 2.34537 2.35717 2.32548 2.28017 2.23724 2.20687 2.18854 2.163 2.12845 2.10141 2.09502 2.12095 2.1703 2.199 2.19033 2.16689 2.16316 2.19509 2.2375 2.26079 2.2602 2.25198 2.25055 2.24757 2.23315 2.2135 2.19107 2.16055 2.13714 2.12999 2.12609 2.12604 2.12652 2.11194 2.07837 2.05122 2.06833 2.12561 
2.27528 2.28226 2.24166 2.20016 2.21219 2.27687 2.34259 2.35554 2.30293 2.22625 2.18046 2.17732 2.19562 2.21467 2.22981 2.25451 2.29386 2.32373 2.32509 2.29863 2.25453 2.20585 2.17172 2.16848 2.186 2.1956 2.17843 2.12587 2.03844 1.94904 1.92151 1.99089 2.12378 2.24023 2.29166 2.29008 2.262 2.22365 2.19334 2.18734 2.20961 2.25247 2.28924 2.28138 2.2171 2.13754 2.10778 2.14042 2.19517 2.23491 2.2645 2.3003 2.33419 2.35313 2.35602 2.34034 2.30566 2.26103 2.22438 2.20868 2.21825 2.24185 2.25096 2.22854 2.19551 2.17004 2.15311 2.15166 2.16504 2.1677 2.14367 2.10453 2.08204 2.11204 2.18478 2.2355 2.2368 2.21248 2.1932 2.19538 2.21002 2.22273 2.23223 2.24283 2.25498 2.25584 2.23715 2.20942 2.17448 2.12355 2.07677 2.05223 2.04094 2.04575 2.06843 2.09235 2.10276 2.11251 2.15185 2.21983 
2.33912 2.33775 2.28718 2.22987 2.2207 2.27084 2.33895 2.36391 2.31847 2.24313 2.20002 2.205 2.23559 2.26415 2.27775 2.28878 2.30586 2.30754 2.28154 2.23575 2.18017 2.12529 2.08698 2.08195 2.10503 2.13215 2.14452 2.13052 2.08057 2.00736 1.96629 2.00779 2.12321 2.24323 2.31026 2.31952 2.28927 2.24441 2.21548 2.22022 2.25595 2.31038 2.35237 2.3337 2.23439 2.10686 2.04644 2.08583 2.16952 2.22894 2.2536 2.26917 2.2842 2.29509 2.30488 2.31283 2.31316 2.29925 2.27423 2.24726 2.22344 2.19825 2.16191 2.11919 2.09516 2.09107 2.09507 2.11371 2.14859 2.17056 2.15315 2.10494 2.07166 2.10465 2.19071 2.25091 2.25575 2.23571 2.21691 2.20644 2.20174 2.20289 2.21313 2.22741 2.24101 2.24873 2.24514 2.23102 2.19694 2.13406 2.0736 2.04388 2.03428 2.04177 2.07233 2.11671 2.15449 2.18483 2.22935 2.2919 
2.37342 2.36602 2.31542 2.25837 2.24015 2.27275 2.32433 2.33994 2.29224 2.22228 2.18745 2.19588 2.22491 2.2513 2.26249 2.27014 2.28149 2.2717 2.22917 2.16812 2.10362 2.0456 2.00761 2.01329 2.06708 2.13952 2.19609 2.2177 2.1925 2.12352 2.05668 2.05152 2.12787 2.23725 2.3153 2.33808 2.31729 2.28456 2.26858 2.27396 2.29136 2.32001 2.34649 2.32584 2.22553 2.09325 2.0322 2.08009 2.17369 2.2323 2.23827 2.22316 2.2104 2.20849 2.22434 2.25548 2.28668 2.29863 2.28629 2.25708 2.21342 2.15821 2.10404 2.07207 2.07783 2.09918 2.111 2.12178 2.14431 2.15985 2.14382 2.10233 2.07771 2.11413 2.1938 2.2419 2.23873 2.22225 2.21552 2.21672 2.22018 2.22687 2.23685 2.23974 2.23612 2.2409 2.2568 2.26803 2.24818 2.19021 2.13443 2.11128 2.10277 2.09908 2.11376 2.15341 2.19931 2.23884 2.28303 2.33654 
2.37233 2.35762 2.30954 2.26198 2.248 2.27159 2.30295 2.29769 2.23853 2.17042 2.14294 2.15195 2.17368 2.19239 2.19982 2.21017 2.23077 2.2311 2.19367 2.13392 2.07221 2.01777 1.98228 1.99955 2.08561 2.20163 2.2921 2.33 2.30769 2.23105 2.14136 2.1006 2.14707 2.24663 2.3273 2.3512 2.33185 2.30961 2.30441 2.30073 2.28358 2.27288 2.28687 2.29263 2.23822 2.14479 2.09689 2.13048 2.19594 2.22586 2.20507 2.16759 2.14361 2.14238 2.16455 2.20597 2.24877 2.27062 2.26545 2.23762 2.18264 2.11238 2.06427 2.06768 2.11701 2.16637 2.18013 2.1697 2.16132 2.15372 2.13407 2.10811 2.10453 2.14574 2.21013 2.24008 2.22809 2.21085 2.20855 2.22079 2.24007 2.25849 2.26753 2.25639 2.23345 2.23217 2.2647 2.30086 2.29909 2.25329 2.20846 2.19473 2.18982 2.17797 2.1729 2.19125 2.22417 2.25989 2.30165 2.34693 
2.32902 2.29966 2.25187 2.2199 2.22313 2.25316 2.27713 2.25822 2.18961 2.11978 2.09393 2.10166 2.11927 2.13494 2.14372 2.16356 2.20144 2.2197 2.19383 2.14148 2.09088 2.04932 2.01984 2.03686 2.1262 2.25234 2.35309 2.39595 2.37271 2.29224 2.19413 2.14015 2.17669 2.27398 2.35147 2.36322 2.3299 2.30143 2.29222 2.27365 2.22883 2.195 2.21662 2.27083 2.28501 2.24511 2.20416 2.19701 2.20493 2.19122 2.15117 2.1183 2.11547 2.13383 2.15986 2.19543 2.23155 2.25031 2.24631 2.2176 2.15198 2.07076 2.0331 2.07003 2.1532 2.22151 2.23709 2.21485 2.18747 2.16337 2.13904 2.12059 2.12785 2.16762 2.21943 2.24369 2.23622 2.22043 2.21132 2.21712 2.23627 2.25669 2.26583 2.25478 2.23136 2.23215 2.27476 2.32545 2.33593 2.29834 2.25834 2.25137 2.25992 2.26141 2.25421 2.24818 2.24819 2.26082 2.29066 2.32231 
2.26689 2.21633 2.15982 2.1384 2.16301 2.21359 2.2496 2.23517 2.17074 2.10539 2.08126 2.08916 2.10837 2.12588 2.13842 2.16816 2.21964 2.2484 2.2269 2.17912 2.14257 2.12032 2.0977 2.09507 2.1442 2.23334 2.31994 2.37184 2.36722 2.30371 2.21344 2.15641 2.18583 2.27872 2.35131 2.35195 2.30472 2.26281 2.2398 2.2092 2.16065 2.13718 2.18603 2.28467 2.35207 2.35134 2.30573 2.24669 2.18821 2.13168 2.08994 2.09166 2.13588 2.18321 2.20939 2.23111 2.25387 2.26557 2.25972 2.22614 2.14798 2.05459 2.0193 2.07145 2.1661 2.23809 2.25593 2.23788 2.21429 2.19115 2.16355 2.1353 2.12788 2.1504 2.19135 2.22181 2.22904 2.21963 2.20336 2.19276 2.19355 2.20302 2.21675 2.22657 2.22801 2.24393 2.29089 2.34171 2.35158 2.31165 2.26594 2.25893 2.28544 2.31726 2.32763 2.30603 2.26821 2.24817 2.26137 2.27979 
2.22258 2.15339 2.07589 2.0466 2.0825 2.15657 2.21422 2.21556 2.16908 2.12298 2.11188 2.12782 2.15407 2.17448 2.18629 2.21496 2.26338 2.28582 2.25888 2.21499 2.19689 2.19933 2.18528 2.15278 2.13414 2.15261 2.20839 2.27872 2.31658 2.29117 2.21766 2.1522 2.15861 2.2316 2.29555 2.29626 2.25448 2.21463 2.18702 2.15777 2.13054 2.14126 2.21564 2.32664 2.40662 2.418 2.36268 2.26276 2.15361 2.0706 2.04521 2.09396 2.18238 2.24581 2.26392 2.27392 2.29289 2.30815 2.30599 2.26747 2.17669 2.0711 2.03064 2.08074 2.16724 2.22953 2.24854 2.24498 2.24169 2.23559 2.21279 2.17087 2.1356 2.13033 2.15797 2.19219 2.20582 2.19648 2.17559 2.15107 2.1264 2.11497 2.13139 2.1682 2.20461 2.24438 2.29661 2.33894 2.33458 2.27993 2.21855 2.20163 2.23893 2.30127 2.33768 2.31461 2.25338 2.21203 2.22012 2.24083 
2.19339 2.12128 2.02663 1.97933 2.0106 2.09282 2.15977 2.17204 2.14946 2.13748 2.15585 2.19141 2.22963 2.25257 2.25644 2.2679 2.29405 2.29819 2.26571 2.23237 2.23689 2.2641 2.26078 2.20619 2.12765 2.07554 2.0956 2.1811 2.26177 2.27535 2.21753 2.13903 2.11217 2.15297 2.20405 2.21518 2.19872 2.18074 2.16403 2.14793 2.15043 2.19339 2.27254 2.3596 2.41481 2.41469 2.34925 2.23001 2.1009 2.01731 2.02022 2.1066 2.21045 2.25897 2.25235 2.25327 2.28681 2.32992 2.35238 2.32351 2.22925 2.11347 2.05804 2.08844 2.15275 2.19952 2.22169 2.24041 2.26774 2.29037 2.28779 2.25213 2.20606 2.18038 2.18864 2.2059 2.19976 2.17408 2.14991 2.12359 2.08151 2.04508 2.05115 2.09922 2.15959 2.22195 2.28277 2.31389 2.28495 2.20714 2.12995 2.10503 2.14927 2.23376 2.29191 2.27397 2.20257 2.15093 2.1626 2.19868 
2.16745 2.10579 2.00793 1.94725 1.96443 2.03541 2.09399 2.10947 2.11043 2.13606 2.18977 2.24987 2.30099 2.32517 2.3176 2.30442 2.30127 2.28811 2.25902 2.24425 2.271 2.31829 2.32963 2.27462 2.17115 2.07668 2.06118 2.13426 2.22417 2.2546 2.2064 2.12118 2.06929 2.08161 2.1236 2.15343 2.16918 2.17615 2.172 2.16584 2.1849 2.23869 2.30049 2.34607 2.36241 2.34158 2.26883 2.14974 2.02906 1.96565 1.99733 2.10003 2.18745 2.19438 2.1503 2.14413 2.20541 2.29548 2.36433 2.36817 2.28965 2.1708 2.09053 2.08385 2.11709 2.14975 2.18032 2.22657 2.28573 2.33413 2.35466 2.34267 2.31231 2.28581 2.2748 2.25821 2.21486 2.1659 2.14222 2.12758 2.08566 2.03279 2.02022 2.05935 2.12137 2.19116 2.25411 2.27041 2.21364 2.11634 2.04198 2.03493 2.0996 2.19857 2.26244 2.24118 2.15901 2.09574 2.10592 2.15453 
