2.21086 2.23793 2.23407 2.12609 2.13975 2.26848 2.22065 2.15922 2.19494 2.15319 2.21772 2.27265 2.29808 2.20344 2.14358 2.17716 2.13619 2.20118 2.24368 2.21124 2.28848 2.20067 2.18051 2.10053 2.24293 2.21339 2.18174 2.24808 2.18707 2.11354 2.20696 2.16781 2.21514 2.28382 2.15018 2.19132 2.15774 2.28055 2.14099 2.1072 2.15949 2.15782 2.20717 2.12419 2.29602 2.1133 2.24522 2.18009 2.20451 2.11847 2.14789 2.16712 2.10317 2.27527 2.27625 2.25803 2.26148 2.1695 2.12421 2.19798 2.16552 2.29695 2.28351 2.23482 2.14235 2.25563 2.25238 2.14392 2.17507 2.1854 2.11413 2.14586 2.2202 2.1821 2.19904 2.16545 2.23329 2.2177 2.13682 2.16443 2.23401 2.21535 2.28942 2.24414 2.24186 2.29438 2.18287 2.14968 2.26871 2.16935 2.25537 2.28185 2.2419 2.11925 2.20299 2.14839 2.19663 2.19391 2.18708 2.24316 
2.23274 2.28812 2.28686 2.17743 2.14035 2.18111 2.29532 2.27318 2.26312 2.11166 2.15241 2.12155 2.10571 2.23898 2.2778 2.15258 2.23588 2.14728 2.23817 2.23347 2.2721 2.29072 2.17293 2.23033 2.27575 2.16924 2.14101 2.15913 2.13322 2.14587 2.10667 2.10701 2.26827 2.25791 2.24554 2.19874 2.27193 2.15446 2.17444 2.24451 2.17024 2.25416 2.24107 2.22842 2.25012 2.27212 2.23189 2.14929 2.2345 2.23577 2.19804 2.23486 2.29077 2.20426 2.28055 2.1142 2.25092 2.13046 2.20446 2.26693 2.2274 2.11749 2.24112 2.16709 2.16919 2.24419 2.1327 2.23615 2.24947 2.17729 2.23712 2.24655 2.21369 2.1004 2.25264 2.23179 2.14003 2.25153 2.17818 2.13984 2.29256 2.21596 2.18289 2.12235 2.19307 2.24892 2.15802 2.11184 2.24578 2.10773 2.1405 2.21069 2.12667 2.16719 2.16171 2.28976 2.1527 2.21071 2.18327 2.17215 
2.16989 2.22027 2.17933 2.15824 2.23572 2.18371 2.18549 2.28328 2.27137 2.23241 2.22756 2.24032 2.24834 2.27906 2.24676 2.14349 2.28908 2.24431 2.15099 2.27466 2.16273 2.1137 2.16641 2.27035 2.10962 2.17218 2.22996 2.16028 2.27389 2.11602 2.19365 2.10116 2.15378 2.26445 2.11758 2.20775 2.22343 2.11612 2.23284 2.16432 2.2575 2.12299 2.27723 2.26333 2.25172 2.11018 2.10219 2.14574 2.20571 2.19815 2.14874 2.13771 2.26632 2.17225 2.27156 2.22583 2.21683 2.25227 2.28869 2.15099 2.14966 2.1812 2.22924 2.10397 2.18172 2.14201 2.19381 2.11118 2.22883 2.27315 2.24237 2.15896 2.12271 2.10727 2.29136 2.27497 2.25031 2.28018 2.25715 2.19588 2.13189 2.10047 2.14695 2.17175 2.19448 2.20885 2.29524 2.15841 2.26344 2.24069 2.11223 2.1318 2.12152 2.12359 2.29212 2.12602 2.20015 2.13352 2.1819 2.25977 
2.24264 2.14071 2.23851 2.20134 2.29794 2.11075 2.16584 2.28917 2.20253 2.15488 2.1843 2.15814 2.21465 2.14065 2.22162 2.2469 2.28463 2.28095 2.14724 2.13346 2.10507 2.23156 2.21424 2.12564 2.24864 2.11594 2.18695 2.13847 2.25933 2.25431 2.14873 2.2523 2.18636 2.22045 2.28483 2.21547 2.29781 2.29541 2.10111 2.22167 2.19958 2.24815 2.28454 2.25838 2.10679 2.1304 2.12989 2.12234 2.24886 2.25827 2.21954 2.24173 2.2168 2.18555 2.10371 2.1658 2.21634 2.24934 2.2283 2.17842 2.22934 2.29051 2.22224 2.1179 2.23866 2.13267 2.13076 2.15663 2.13995 2.1598 2.20939 2.24816 2.14913 2.12074 2.18123 2.25995 2.10535 2.12061 2.27265 2.23774 2.24609 2.1952 2.28853 2.25367 2.17874 2.29674 2.10035 2.20717 2.24568 2.25565 2.12803 2.25439 2.28712 2.2658 2.10012 2.27695 2.2829 2.29095 2.17193 2.25214 
2.27497 2.29825 2.23278 2.22703 2.15016 2.28437 2.21085 2.26667 2.1395 2.20804 2.27732 2.2338 2.18035 2.29646 2.17322 2.12279 2.16987 2.13594 2.25606 2.28273 2.25664 2.18654 2.10056 2.15932 2.12071 2.27149 2.18445 2.14754 2.2611 2.12344 2.26164 2.10493 2.15329 2.11582 2.13126 2.2981 2.1 2.19011 2.26512 2.28016 2.16991 2.21805 2.1369 2.27704 2.28384 2.13354 2.21551 2.23301 2.19567 2.22067 2.11698 2.21651 2.18413 2.11561 2.26342 2.25159 2.18087 2.20765 2.11466 2.25319 2.24184 2.11799 2.21253 2.1153 2.18136 2.28959 2.23742 2.23707 2.16926 2.26957 2.12554 2.17514 2.24537 2.12042 2.29751 2.16084 2.11703 2.15569 2.10086 2.26968 2.18679 2.14043 2.25445 2.23806 2.18428 2.14705 2.29526 2.25396 2.24889 2.10346 2.21441 2.28798 2.16905 2.19075 2.13327 2.18043 2.16614 2.2364 2.14479 2.15392 
2.22086 2.29452 2.2008 2.15407 2.11751 2.27411 2.19011 2.24193 2.18262 2.13692 2.133 2.24541 2.12346 2.16657 2.26217 2.12859 2.28839 2.22889 2.13053 2.13744 2.10887 2.22727 2.25637 2.1087 2.23614 2.2854 2.27827 2.2729 2.21689 2.23439 2.22356 2.19517 2.17653 2.29338 2.22521 2.18705 2.20529 2.2186 2.25982 2.25154 2.28533 2.18778 2.10246 2.23401 2.24977 2.12359 2.16462 2.2163 2.23097 2.21129 2.27047 2.19278 2.11521 2.20821 2.14931 2.17105 2.21378 2.29191 2.15878 2.21537 2.15002 2.13672 2.11976 2.2825 2.21308 2.18261 2.29059 2.15992 2.18953 2.16013 2.18143 2.17464 2.22617 2.12564 2.27333 2.22917 2.27739 2.2821 2.22532 2.10689 2.23094 2.27642 2.16766 2.27634 2.13819 2.1146 2.18121 2.20753 2.22874 2.19406 2.20798 2.19737 2.13684 2.28033 2.12081 2.12979 2.19521 2.21407 2.26416 2.2707 
2.10937 2.10017 2.16468 2.29743 2.29019 2.20422 2.10282 2.24882 2.18632 2.12234 2.22575 2.22536 2.10479 2.19963 2.19675 2.14845 2.12586 2.2101 2.24636 2.19976 2.23877 2.20866 2.10749 2.14751 2.10317 2.20173 2.27068 2.2785 2.20583 2.18574 2.15715 2.11952 2.18955 2.27854 2.28731 2.27577 2.17873 2.14769 2.15958 2.29292 2.15273 2.18074 2.13134 2.21118 2.26229 2.25885 2.1777 2.19039 2.14222 2.26785 2.11911 2.15647 2.15583 2.28678 2.16113 2.132 2.18048 2.1573 2.1235 2.28121 2.25883 2.16574 2.21554 2.10051 2.12505 2.28676 2.10306 2.12214 2.29463 2.13288 2.2725 2.11597 2.29413 2.28233 2.26398 2.18089 2.14586 2.27028 2.15747 2.18567 2.26057 2.29773 2.15859 2.23073 2.22902 2.19272 2.25143 2.23586 2.29585 2.27199 2.10641 2.25349 2.29852 2.15695 2.28049 2.29818 2.24914 2.10138 2.20201 2.21179 
2.22387 2.2507 2.11035 2.1689 2.17522 2.15345 2.27026 2.19289 2.27418 2.14571 2.21145 2.10948 2.25129 2.29248 2.16872 2.21194 2.27677 2.26002 2.28894 2.17988 2.16728 2.21811 2.2536 2.27842 2.19827 2.29069 2.11097 2.1453 2.21145 2.15864 2.24313 2.1954 2.17696 2.14412 2.258 2.26302 2.21394 2.24122 2.16915 2.18013 2.12135 2.17474 2.10645 2.27857 2.23668 2.29572 2.29973 2.13514 2.19162 2.14406 2.14716 2.14208 2.20071 2.29448 2.13318 2.27279 2.22536 2.2257 2.20145 2.1692 2.20864 2.11414 2.10835 2.21088 2.14882 2.25289 2.24796 2.2273 2.25627 2.11548 2.28314 2.11502 2.13898 2.13549 2.13406 2.16199 2.18804 2.25332 2.24261 2.19957 2.13418 2.18161 2.10078 2.26286 2.25388 2.28267 2.1721 2.15348 2.2128 2.24681 2.14729 2.23644 2.21928 2.29784 2.29576 2.24804 2.19557 2.22134 2.23821 2.19112 
2.29748 2.1972 2.11045 2.16235 2.12074 2.1209 2.29324 2.23693 2.18575 2.19416 2.22571 2.18725 2.24259 2.14727 2.14443 2.12239 2.26134 2.24983 2.16202 2.19464 2.16772 2.26514 2.20225 2.1671 2.12465 2.12656 2.10932 2.26998 2.24247 2.20122 2.22153 2.14672 2.14146 2.14841 2.2758 2.10362 2.13828 2.20108 2.23439 2.18831 2.28903 2.23532 2.21407 2.26857 2.19415 2.13116 2.26318 2.28616 2.17714 2.17956 2.19645 2.1192 2.19879 2.27269 2.19029 2.29818 2.25553 2.14199 2.24822 2.19823 2.25345 2.21947 2.14572 2.29574 2.29602 2.11409 2.17534 2.14925 2.11292 2.28003 2.22262 2.17906 2.15485 2.12989 2.10694 2.26723 2.22225 2.10181 2.2155 2.21462 2.10916 2.14869 2.28294 2.14734 2.19887 2.13925 2.18467 2.26429 2.25218 2.18914 2.25479 2.13923 2.11412 2.14298 2.24107 2.17593 2.15856 2.14894 2.23077 2.24109 
2.25101 2.17343 2.27346 2.17481 2.13648 2.28787 2.20921 2.1324 2.1362 2.21838 2.25111 2.19233 2.12181 2.28572 2.26155 2.21889 2.28616 2.18681 2.12794 2.15313 2.13914 2.24112 2.26242 2.17856 2.28553 2.10951 2.12516 2.15155 2.21657 2.24211 2.28248 2.13575 2.20099 2.16491 2.26666 2.14063 2.23349 2.24932 2.14682 2.1898 2.10797 2.20118 2.27809 2.19063 2.20255 2.27364 2.2456 2.14962 2.16869 2.1932 2.13973 2.25224 2.26484 2.22701 2.11265 2.10983 2.24314 2.2957 2.20343 2.25641 2.14601 2.12581 2.13797 2.15012 2.1661 2.16675 2.28474 2.25849 2.19761 2.22393 2.25183 2.26242 2.25777 2.26232 2.23372 2.27162 2.28782 2.15032 2.10467 2.29136 2.272 2.11473 2.16876 2.20384 2.18321 2.26476 2.22939 2.29517 2.15034 2.26823 2.13461 2.23055 2.10965 2.12409 2.2368 2.19465 2.19654 2.13656 2.17642 2.14811 
